[14, 23, 22, 2, 16, 25, 20, 21, 1, 28, 10, 5, 10, 27, 11]
[14, 22, 23, 2, 16, 25, 20, 21, 1, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 23, 16, 25, 20, 21, 1, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 25, 20, 21, 1, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 25, 20, 21, 1, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 20, 25, 21, 1, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 20, 21, 25, 1, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 28, 10, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 10, 28, 5, 10, 27, 11]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 10, 5, 28, 10, 27, 11]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 10, 5, 10, 28, 27, 11]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 10, 5, 10, 27, 28, 11]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 10, 5, 10, 27, 11, 28]
[14, 22, 2, 16, 23, 20, 21, 1, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 22, 16, 23, 20, 21, 1, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 23, 20, 21, 1, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 23, 20, 21, 1, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 20, 23, 21, 1, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 23, 1, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 1, 23, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 1, 23, 25, 10, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 1, 23, 10, 25, 5, 10, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 1, 23, 10, 5, 25, 10, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 1, 23, 10, 5, 10, 25, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 1, 23, 10, 5, 10, 25, 27, 11, 28]
[14, 2, 16, 22, 20, 21, 1, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 22, 20, 21, 1, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 22, 20, 21, 1, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 22, 20, 21, 1, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 20, 22, 21, 1, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 22, 1, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 23, 10, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 23, 5, 10, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 23, 10, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 10, 23, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 10, 23, 25, 11, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 21, 1, 22, 10, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 22, 10, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 22, 10, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 22, 5, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 5, 22, 10, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 5, 10, 22, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 5, 10, 22, 23, 11, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 5, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 5, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 5, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 20, 1, 21, 10, 5, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 21, 10, 5, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 21, 10, 5, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 10, 21, 5, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 10, 5, 21, 10, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 10, 5, 10, 21, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 10, 5, 10, 21, 22, 11, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 10, 5, 10, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 10, 5, 10, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 16, 1, 20, 10, 5, 10, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 20, 10, 5, 10, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 20, 10, 5, 10, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 10, 20, 5, 10, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 10, 5, 20, 10, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 10, 5, 10, 20, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 10, 5, 10, 20, 21, 11, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 10, 5, 10, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 14, 1, 16, 10, 5, 10, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 1, 14, 16, 10, 5, 10, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 1, 14, 16, 10, 5, 10, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 1, 14, 10, 16, 5, 10, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 1, 14, 10, 5, 16, 10, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 1, 14, 10, 5, 10, 16, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 1, 14, 10, 5, 10, 16, 20, 11, 21, 22, 23, 25, 27, 28]
[2, 1, 14, 10, 5, 10, 16, 11, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 14, 10, 5, 10, 16, 11, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 14, 10, 5, 10, 16, 11, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 10, 14, 5, 10, 16, 11, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 10, 5, 14, 10, 16, 11, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 10, 5, 10, 14, 16, 11, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 10, 5, 10, 14, 16, 11, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 10, 5, 10, 14, 11, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 10, 5, 10, 14, 11, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 10, 5, 10, 14, 11, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 14, 11, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 14, 11, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 14, 11, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
[1, 2, 5, 10, 10, 11, 14, 16, 20, 21, 22, 23, 25, 27, 28]
45 - 34 = 11
